id,text,label,language
3350,Selamat Sri! Anda mendapatkan bonus Rp25.000.000 dari BelanjaMurah. Klaim sekarang di win-bonus24.net sebelum kadaluarsa!,spam,Indonesian
3351,"Halo Nita, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
3352,Investasi Rp100.000 jadi Rp10.000.000 hanya dalam seminggu! Bergabung sekarang di fastpay-update.com. kuota terbatas!,spam,Indonesian
3353,"Selamat, Anda memenangkan undian smartphone terbaru dari Bank Sejahtera! Klaim hadiah Anda sekarang di verifikasi-akun24.com.",spam,Indonesian
3354,PENTING: Akun Mandiri Anda akan diblokir hari ini. Segera verifikasi data di secure-verify-now.com agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3355,Pesanan Anda #INV76083 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3356,"Halo Eko, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3357,"Halo Ratna, terima kasih telah menghubungi kami. Tiket #INV39009 Anda sudah selesai diproses.",non-spam,Indonesian
3358,"Halo Indah, terima kasih telah menghubungi kami. Tiket #INV74469 Anda sudah selesai diproses.",non-spam,Indonesian
3359,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari KoinMaju. Klik bit.ly/3xK9pL untuk klaim sekarang!,spam,Indonesian
3360,Selamat Rudi! Anda mendapatkan bonus Rp500.000 dari BelanjaMurah. Klaim sekarang di bit.ly/4pK1xW sebelum kadaluarsa!,spam,Indonesian
3361,Pengingat: janji temu Anda dengan dr. Saputra pada hari Kamis pukul 1:00 PM.,non-spam,Indonesian
3362,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di klaim-hadiah.net untuk mengamankan akun Mandiri Anda.,spam,Indonesian
3363,"Halo Fajar, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
3364,Pesanan Anda #INV47283 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
3365,Selamat Agus! Anda mendapatkan bonus Rp50.000.000 dari Bank Sejahtera. Klaim sekarang di cek-saldo-now.info sebelum kadaluarsa!,spam,Indonesian
3366,Butuh dana cepat? Pinjaman online Rp7.500.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di claim-prize-today.net.,spam,Indonesian
3367,"Halo Hendra, jangan lupa kita ada arisan keluarga akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
3368,"Selamat, Anda memenangkan undian smartphone terbaru dari BelanjaMurah! Klaim hadiah Anda sekarang di claim-prize-today.net.",spam,Indonesian
3369,"Halo Sri, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
3370,"Halo Ratna, mengingatkan rapat kita dijadwalkan pukul 9:00 AM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3371,Investasi Rp100.000 jadi Rp750.000 hanya dalam seminggu! Bergabung sekarang di tinyurl.com/9fQ2zR. kuota terbatas!,spam,Indonesian
3372,"Halo Lina, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 5:00 PM?",non-spam,Indonesian
3373,PENTING: Akun Mandiri Anda akan diblokir hari ini. Segera verifikasi data di klaim-hadiah.net agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3374,Investasi Rp100.000 jadi Rp7.500.000 hanya dalam seminggu! Bergabung sekarang di tinyurl.com/9fQ2zR. kuota terbatas!,spam,Indonesian
3375,PENTING: Akun CIMB Niaga Anda akan diblokir hari ini. Segera verifikasi data di bit.ly/4pK1xW agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3376,"Selamat, Anda memenangkan undian smartphone terbaru dari AmanNet! Klaim hadiah Anda sekarang di fastpay-update.com.",spam,Indonesian
3377,Maya. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di login-secure-id.net untuk melanjutkan pengiriman.,spam,Indonesian
3378,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KoinMaju senilai Rp750.000. Hubungi klaim-hadiah.net untuk klaim hadiah.,spam,Indonesian
3379,"Halo Ratna, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
3380,Pengingat: janji temu Anda dengan dr. Hartono pada hari Jumat pukul 5:00 PM.,non-spam,Indonesian
3381,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Pinjaman Cepat. Segera hubungi klaim-hadiah.net untuk verifikasi pemenang.",spam,Indonesian
3382,"Selamat, Anda memenangkan undian smartphone terbaru dari Bank Sejahtera! Klaim hadiah Anda sekarang di secure-verify-now.com.",spam,Indonesian
3383,Pesanan Anda #INV74431 sudah dikirim dan diperkirakan tiba pada hari Minggu. Silakan cek status di akun Anda.,non-spam,Indonesian
3384,Selamat datang bonus member baru! Klaim saldo gratis Rp75.000 di claim-prize-today.net hari ini juga.,spam,Indonesian
3385,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Minggu pukul 1:00 PM.,non-spam,Indonesian
3386,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari KerjaOnline. Klik claim-prize-today.net untuk klaim sekarang!,spam,Indonesian
3387,Investasi Rp100.000 jadi Rp10.000.000 hanya dalam seminggu! Bergabung sekarang di cek-saldo-now.info. kuota terbatas!,spam,Indonesian
3388,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di tinyurl.com/9fQ2zR.,spam,Indonesian
3389,Pesanan Anda #INV51134 sudah dikirim dan diperkirakan tiba pada hari Sabtu. Silakan cek status di akun Anda.,non-spam,Indonesian
3390,Butuh dana cepat? Pinjaman online Rp750.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di free-gift-claim.com.,spam,Indonesian
3391,Selamat datang bonus member baru! Klaim saldo gratis Rp25.000 di free-gift-claim.com hari ini juga.,spam,Indonesian
3392,"Halo Wahyu, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 3:45 PM?",non-spam,Indonesian
3393,Investasi Rp100.000 jadi Rp3.000.000 hanya dalam seminggu! Bergabung sekarang di free-gift-claim.com. kuota terbatas!,spam,Indonesian
3394,Flash sale diskon 30% khusus hari ini di SehatJaya! Buruan checkout di bit.ly/2mZ7qT sebelum kehabisan stok.,spam,Indonesian
3395,"Halo Ratna, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Senin. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3396,"Halo Wati, terima kasih telah menghubungi kami. Tiket #INV82683 Anda sudah selesai diproses.",non-spam,Indonesian
3397,Anda terpilih mendapatkan pulsa gratis Rp100.000 dari KoinMaju. Klik bit.ly/2mZ7qT untuk klaim sekarang!,spam,Indonesian
3398,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari TokoHemat. Klik login-secure-id.net untuk klaim sekarang!,spam,Indonesian
3399,"Halo Sari, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
3400,"Halo Ani, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3401,PENTING: Akun BRI Anda akan diblokir hari ini. Segera verifikasi data di bit.ly/2mZ7qT agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3402,Selamat datang bonus member baru! Klaim saldo gratis Rp75.000 di tinyurl.com/9fQ2zR hari ini juga.,spam,Indonesian
3403,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari Bank Sejahtera. Klik fastpay-update.com untuk klaim sekarang!,spam,Indonesian
3404,"Halo Arif, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
3405,"Halo Maya, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3406,"Halo Hendra, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
3407,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di klaim-hadiah.net.,spam,Indonesian
3408,"Halo Ani, terima kasih telah menghubungi kami. Tiket #INV69082 Anda sudah selesai diproses.",non-spam,Indonesian
3409,"Selamat pagi tim, rapat harian akan dimulai pukul 1:00 PM hari ini di ruang biasa.",non-spam,Indonesian
3410,Buruan. slot terbatas! Daftar member Undian Nasional sekarang dan menangkan jackpot hingga Rp50.000.000 setiap hari.,spam,Indonesian
3411,Selamat Dedi! Anda mendapatkan bonus Rp25.000.000 dari SehatJaya. Klaim sekarang di bit.ly/3xK9pL sebelum kadaluarsa!,spam,Indonesian
3412,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp50.000.000 per hari. gabung grup trading kami di cek-saldo-now.info.,spam,Indonesian
3413,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp50.000.000 per hari. gabung grup trading kami di cek-saldo-now.info.,spam,Indonesian
3414,Pesanan Anda #INV94839 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
3415,Eko. paket Anda tertahan di gudang. Bayar biaya admin Rp25.000 di tinyurl.com/9fQ2zR untuk melanjutkan pengiriman.,spam,Indonesian
3416,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp25.000.000 per hari. gabung grup trading kami di fastpay-update.com.,spam,Indonesian
3417,Pengingat: janji temu Anda dengan dr. Andini pada hari Senin pukul 1:00 PM.,non-spam,Indonesian
3418,"Halo Andi, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
3419,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp300.000 cair tiap hari. Daftar di login-secure-id.net.,spam,Indonesian
3420,"Halo Ratna, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3421,"Halo Andi, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
3422,Buruan. slot terbatas! Daftar member Pinjaman Cepat sekarang dan menangkan jackpot hingga Rp2.000.000 setiap hari.,spam,Indonesian
3423,Pesanan Anda #INV56299 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
3424,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp300.000 cair tiap hari. Daftar di claim-prize-today.net.,spam,Indonesian
3425,"Halo Dedi, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3426,"Halo Ani, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
3427,"Halo Ratna, terima kasih telah menghubungi kami. Tiket #INV27836 Anda sudah selesai diproses.",non-spam,Indonesian
3428,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Selasa pukul 3:45 PM.,non-spam,Indonesian
3429,Butuh dana cepat? Pinjaman online Rp15.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di bit.ly/3xK9pL.,spam,Indonesian
3430,Selamat Joko! Anda mendapatkan bonus Rp25.000.000 dari KerjaOnline. Klaim sekarang di bit.ly/2mZ7qT sebelum kadaluarsa!,spam,Indonesian
3431,"Selamat, Anda memenangkan undian smartphone terbaru dari Bank Sejahtera! Klaim hadiah Anda sekarang di free-gift-claim.com.",spam,Indonesian
3432,"Halo Dedi, mengingatkan rapat kita dijadwalkan pukul 9:00 AM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3433,"Halo Ani, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3434,Pengumuman: tugas akhir dikumpulkan paling lambat hari Minggu. Silakan unggah melalui portal kampus.,non-spam,Indonesian
3435,Butuh dana cepat? Pinjaman online Rp25.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di verifikasi-akun24.com.,spam,Indonesian
3436,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari SehatJaya. Klik account-confirm.info untuk klaim sekarang!,spam,Indonesian
3437,Selamat Dewi! Anda mendapatkan bonus Rp1.000.000 dari HokiJaya. Klaim sekarang di promo-spesial24.com sebelum kadaluarsa!,spam,Indonesian
3438,Yuni. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di verifikasi-akun24.com untuk melanjutkan pengiriman.,spam,Indonesian
3439,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp300.000 cair tiap hari. Daftar di fastpay-update.com.,spam,Indonesian
3440,Pengingat: janji temu Anda dengan dr. Kurniawan pada hari Senin pukul 1:00 PM.,non-spam,Indonesian
3441,Pesanan Anda #INV91388 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
3442,"Halo Sari, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 5:00 PM?",non-spam,Indonesian
3443,"Halo Sari, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
3444,Investasi Rp100.000 jadi Rp500.000 hanya dalam seminggu! Bergabung sekarang di bit.ly/2mZ7qT. kuota terbatas!,spam,Indonesian
3445,"Halo Joko, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
3446,Pengingat: janji temu Anda dengan dr. Kurniawan pada hari Sabtu pukul 10:30 AM.,non-spam,Indonesian
3447,"Halo Yuni, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 3:45 PM?",non-spam,Indonesian
3448,"Halo Hendra, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
3449,Terima kasih telah berlangganan newsletter kami. Berikut update terbaru untuk bulan November.,non-spam,Indonesian
3450,PENTING: Akun BNI Anda akan diblokir hari ini. Segera verifikasi data di bit.ly/3xK9pL agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3451,"Halo Eko, terima kasih telah menghubungi kami. Tiket #INV14940 Anda sudah selesai diproses.",non-spam,Indonesian
3452,Investasi Rp100.000 jadi Rp2.000.000 hanya dalam seminggu! Bergabung sekarang di account-confirm.info. kuota terbatas!,spam,Indonesian
3453,Ani. paket Anda tertahan di gudang. Bayar biaya admin Rp25.000 di bit.ly/4pK1xW untuk melanjutkan pengiriman.,spam,Indonesian
3454,"Halo Maya, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3455,"Halo Budi, terima kasih telah menghubungi kami. Tiket #INV93519 Anda sudah selesai diproses.",non-spam,Indonesian
3456,"Halo Nita, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3457,Lina. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di fastpay-update.com untuk melanjutkan pengiriman.,spam,Indonesian
3458,Investasi Rp100.000 jadi Rp5.000.000 hanya dalam seminggu! Bergabung sekarang di free-gift-claim.com. kuota terbatas!,spam,Indonesian
3459,Selamat datang bonus member baru! Klaim saldo gratis Rp75.000 di verifikasi-akun24.com hari ini juga.,spam,Indonesian
3460,"Halo Fajar, mengingatkan rapat kita dijadwalkan pukul 5:00 PM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3461,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Rabu pukul 10:30 AM.,non-spam,Indonesian
3462,Pesanan Anda #INV88409 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3463,"Halo Lina, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
3464,Butuh dana cepat? Pinjaman online Rp7.500.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di bit.ly/2mZ7qT.,spam,Indonesian
3465,PENTING: Akun BRI Anda akan diblokir hari ini. Segera verifikasi data di account-confirm.info agar tidak terjadi pemblokiran permanen.,spam,Indonesian
3466,Ringkasan tagihan bulan September sudah tersedia di akun Anda. Pengeluaran masih sesuai anggaran.,non-spam,Indonesian
3467,"Halo Budi, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3468,Buruan. slot terbatas! Daftar member Bank Sejahtera sekarang dan menangkan jackpot hingga Rp25.000.000 setiap hari.,spam,Indonesian
3469,Investasi Rp100.000 jadi Rp500.000 hanya dalam seminggu! Bergabung sekarang di cek-saldo-now.info. kuota terbatas!,spam,Indonesian
3470,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di claim-prize-today.net untuk mengamankan akun BNI Anda.,spam,Indonesian
3471,Terima kasih telah berlangganan newsletter kami. Berikut update terbaru untuk bulan September.,non-spam,Indonesian
3472,Pesanan Anda #INV32843 sudah dikirim dan diperkirakan tiba pada hari Sabtu. Silakan cek status di akun Anda.,non-spam,Indonesian
3473,Pengingat: janji temu Anda dengan dr. Hartono pada hari Minggu pukul 1:00 PM.,non-spam,Indonesian
3474,"Halo Siti, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3475,Hadi. paket Anda tertahan di gudang. Bayar biaya admin Rp25.000 di cek-saldo-now.info untuk melanjutkan pengiriman.,spam,Indonesian
3476,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KerjaOnline senilai Rp50.000.000. Hubungi bit.ly/2mZ7qT untuk klaim hadiah.,spam,Indonesian
3477,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp15.000.000 per hari. gabung grup trading kami di verifikasi-akun24.com.,spam,Indonesian
3478,"Halo Siti, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3479,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Kamis pukul 1:00 PM. Jangan lupa check-in online.,non-spam,Indonesian
3480,"Selamat, Anda memenangkan undian smartphone terbaru dari SehatJaya! Klaim hadiah Anda sekarang di free-gift-claim.com.",spam,Indonesian
3481,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di claim-prize-today.net untuk mengamankan akun BCA Anda.,spam,Indonesian
3482,Butuh dana cepat? Pinjaman online Rp1.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di promo-spesial24.com.,spam,Indonesian
3483,Pesanan Anda #INV97539 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3484,"Nasabah BRI yth, demi keamanan akun Anda, mohon segera update data di account-confirm.info dalam 24 jam ke depan.",spam,Indonesian
3485,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari Pinjaman Cepat. Klik account-confirm.info untuk klaim sekarang!,spam,Indonesian
3486,Anda terpilih mendapatkan pulsa gratis Rp100.000 dari HokiJaya. Klik win-bonus24.net untuk klaim sekarang!,spam,Indonesian
3487,Selamat datang bonus member baru! Klaim saldo gratis Rp50.000 di bit.ly/4pK1xW hari ini juga.,spam,Indonesian
3488,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp500.000 per hari. gabung grup trading kami di fastpay-update.com.,spam,Indonesian
3489,Selamat Maya! Anda mendapatkan bonus Rp2.000.000 dari Pinjaman Cepat. Klaim sekarang di login-secure-id.net sebelum kadaluarsa!,spam,Indonesian
3490,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian TokoHemat. Segera hubungi secure-verify-now.com untuk verifikasi pemenang.",spam,Indonesian
3491,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp25.000.000 per hari. gabung grup trading kami di klaim-hadiah.net.,spam,Indonesian
3492,"Halo Maya, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
3493,"Halo Fajar, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
3494,Sistem mendeteksi 3 virus berbahaya di perangkat Anda. Unduh aplikasi pembersih sekarang di bit.ly/3xK9pL sebelum data hilang.,spam,Indonesian
3495,"Selamat, Anda memenangkan undian smartphone terbaru dari HokiJaya! Klaim hadiah Anda sekarang di bit.ly/2mZ7qT.",spam,Indonesian
3496,Hadi. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di win-bonus24.net untuk melanjutkan pengiriman.,spam,Indonesian
3497,"Halo Bayu, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
3498,"Halo Nita, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
3499,Flash sale diskon 40% khusus hari ini di Undian Nasional! Buruan checkout di bit.ly/3xK9pL sebelum kehabisan stok.,spam,Indonesian
3500,Pengingat: buku perpustakaan harus dikembalikan paling lambat hari Selasa. Bisa diperpanjang lewat aplikasi.,non-spam,Indonesian
3501,Pengingat: janji temu Anda dengan dr. Hartono pada hari Jumat pukul 2:15 PM.,non-spam,Indonesian
3502,Flash sale diskon 20% khusus hari ini di Pinjaman Cepat! Buruan checkout di bit.ly/2mZ7qT sebelum kehabisan stok.,spam,Indonesian
3503,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Sabtu pukul 10:30 AM. Jangan lupa check-in online.,non-spam,Indonesian
3504,Pesanan Anda #INV16310 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
3505,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian TokoHemat. Segera hubungi login-secure-id.net untuk verifikasi pemenang.",spam,Indonesian
3506,"Halo Sari, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 1:00 PM?",non-spam,Indonesian
3507,"Halo Rudi, terima kasih telah menghubungi kami. Tiket #INV94848 Anda sudah selesai diproses.",non-spam,Indonesian
3508,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di login-secure-id.net.,spam,Indonesian
3509,"Halo Budi, terima kasih telah menghubungi kami. Tiket #INV10364 Anda sudah selesai diproses.",non-spam,Indonesian
3510,Buruan. slot terbatas! Daftar member KoinMaju sekarang dan menangkan jackpot hingga Rp15.000.000 setiap hari.,spam,Indonesian
3511,"Halo Sri, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
3512,"Halo Hadi, terima kasih telah menghubungi kami. Tiket #INV21147 Anda sudah selesai diproses.",non-spam,Indonesian
3513,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Undian Nasional senilai Rp10.000.000. Hubungi tinyurl.com/9fQ2zR untuk klaim hadiah.,spam,Indonesian
3514,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp10.000.000 per hari. gabung grup trading kami di account-confirm.info.,spam,Indonesian
3515,"Halo Wati, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
3516,Pengingat: janji temu Anda dengan dr. Andini pada hari Minggu pukul 1:00 PM.,non-spam,Indonesian
3517,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Undian Nasional. Segera hubungi promo-spesial24.com untuk verifikasi pemenang.",spam,Indonesian
3518,Selamat Hendra! Anda mendapatkan bonus Rp25.000.000 dari BelanjaMurah. Klaim sekarang di cek-saldo-now.info sebelum kadaluarsa!,spam,Indonesian
3519,"Halo Sari, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
3520,Selamat datang bonus member baru! Klaim saldo gratis Rp25.000 di win-bonus24.net hari ini juga.,spam,Indonesian
3521,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari HokiJaya. Klik klaim-hadiah.net untuk klaim sekarang!,spam,Indonesian
3522,"Halo Nita, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Kamis. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3523,"Halo Joko, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
3524,Pesanan Anda #INV32412 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
3525,"Selamat, Anda memenangkan undian smartphone terbaru dari TokoHemat! Klaim hadiah Anda sekarang di free-gift-claim.com.",spam,Indonesian
3526,Flash sale diskon 50% khusus hari ini di AmanNet! Buruan checkout di bit.ly/4pK1xW sebelum kehabisan stok.,spam,Indonesian
3527,Investasi Rp100.000 jadi Rp1.000.000 hanya dalam seminggu! Bergabung sekarang di cek-saldo-now.info. kuota terbatas!,spam,Indonesian
3528,"Nasabah BNI yth, demi keamanan akun Anda, mohon segera update data di tinyurl.com/9fQ2zR dalam 24 jam ke depan.",spam,Indonesian
3529,Ratna. paket Anda tertahan di gudang. Bayar biaya admin Rp25.000 di login-secure-id.net untuk melanjutkan pengiriman.,spam,Indonesian
3530,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di bit.ly/3xK9pL untuk mengamankan akun CIMB Niaga Anda.,spam,Indonesian
3531,Selamat! Nomor HP Anda terpilih sebagai pemenang undian HokiJaya senilai Rp10.000.000. Hubungi win-bonus24.net untuk klaim hadiah.,spam,Indonesian
3532,Buruan. slot terbatas! Daftar member KoinMaju sekarang dan menangkan jackpot hingga Rp500.000 setiap hari.,spam,Indonesian
3533,Flash sale diskon 40% khusus hari ini di KerjaOnline! Buruan checkout di bit.ly/2mZ7qT sebelum kehabisan stok.,spam,Indonesian
3534,Selamat Wati! Anda mendapatkan bonus Rp3.000.000 dari HokiJaya. Klaim sekarang di win-bonus24.net sebelum kadaluarsa!,spam,Indonesian
3535,"Halo Maya, mengingatkan rapat kita dijadwalkan pukul 9:00 AM hari Senin. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3536,Selamat Sri! Anda mendapatkan bonus Rp5.000.000 dari BelanjaMurah. Klaim sekarang di claim-prize-today.net sebelum kadaluarsa!,spam,Indonesian
3537,"Halo Fajar, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
3538,Arif. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di cek-saldo-now.info untuk melanjutkan pengiriman.,spam,Indonesian
3539,Investasi Rp100.000 jadi Rp2.000.000 hanya dalam seminggu! Bergabung sekarang di bit.ly/2mZ7qT. kuota terbatas!,spam,Indonesian
3540,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp1.000.000 per hari. gabung grup trading kami di win-bonus24.net.,spam,Indonesian
3541,"Nasabah BRI yth, demi keamanan akun Anda, mohon segera update data di secure-verify-now.com dalam 24 jam ke depan.",spam,Indonesian
3542,"Halo Joko, mengingatkan rapat kita dijadwalkan pukul 5:00 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3543,"Halo Nita, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3544,"Halo Indah, mengingatkan rapat kita dijadwalkan pukul 9:00 AM hari Selasa. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
3545,"Nasabah BNI yth, demi keamanan akun Anda, mohon segera update data di fastpay-update.com dalam 24 jam ke depan.",spam,Indonesian
3546,Pesanan Anda #INV83004 sudah dikirim dan diperkirakan tiba pada hari Rabu. Silakan cek status di akun Anda.,non-spam,Indonesian
3547,Pengingat: janji temu Anda dengan dr. Saputra pada hari Senin pukul 2:15 PM.,non-spam,Indonesian
3548,Bayu. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di bit.ly/2mZ7qT untuk melanjutkan pengiriman.,spam,Indonesian
